soil_moisture,temperature,humidity,soil_type,season,recommended_crop
74.2,26.4,75.7,clay,kharif,rice
95.3,31.4,85.1,clay,kharif,rice
44.8,20.7,68.4,loamy,kharif,maize
79.0,27.8,76.8,clay,kharif,rice
77.1,35.0,78.5,clay,kharif,sugarcane
40.4,35.4,53.4,sandy,kharif,cotton
40.8,17.0,51.7,sandy,rabi,mustard
27.6,13.1,51.7,sandy,rabi,mustard
45.9,18.5,53.5,loamy,rabi,chickpea
31.0,33.3,54.2,loamy,kharif,cotton
90.9,30.9,74.4,clay,kharif,rice
62.7,33.1,70.4,clay_loam,kharif,sugarcane
32.0,33.3,58.9,sandy,kharif,cotton
50.9,30.4,64.1,sandy,kharif,cotton
33.5,32.7,56.4,sandy,kharif,cotton
55.7,22.6,55.6,sandy,kharif,sunflower
39.7,40.0,55.2,sandy,kharif,cotton
58.4,27.5,63.9,clay_loam,kharif,maize
68.3,30.7,83.5,clay,kharif,sugarcane
48.2,18.9,58.7,loamy,rabi,chickpea
44.3,20.4,42.5,clay_loam,rabi,chickpea
61.0,21.6,60.0,loamy,kharif,sunflower
56.0,14.6,59.0,loamy,rabi,wheat
54.6,21.1,66.0,loamy,kharif,maize
86.0,33.9,75.0,clay,kharif,rice
41.5,15.9,42.9,sandy,rabi,mustard
33.8,16.2,40.6,sandy,rabi,mustard
53.6,17.1,68.9,clay_loam,kharif,maize
44.4,21.8,71.8,loamy,rabi,wheat
41.7,16.3,59.9,loamy,rabi,wheat
61.7,26.0,73.1,clay_loam,kharif,maize
49.3,22.3,64.0,loamy,rabi,wheat
47.6,23.2,62.2,loamy,rabi,wheat
41.2,24.7,54.4,loamy,kharif,sunflower
36.1,23.8,55.0,clay_loam,rabi,chickpea
82.6,35.8,83.5,silty,kharif,rice
48.3,18.5,65.0,clay_loam,rabi,chickpea
68.1,24.1,85.5,silty,kharif,rice
80.5,34.7,80.2,clay_loam,kharif,sugarcane
64.7,32.7,81.3,clay,kharif,sugarcane
41.0,35.8,53.8,loamy,kharif,cotton
52.9,24.8,59.5,loamy,rabi,wheat
30.9,16.4,62.2,clay_loam,rabi,chickpea
36.3,19.0,59.6,loamy,rabi,chickpea
50.4,19.1,61.2,loamy,rabi,chickpea
29.8,22.7,63.0,clay_loam,rabi,chickpea
87.5,29.0,86.8,clay,kharif,rice
31.3,23.6,58.8,loamy,rabi,chickpea
44.4,29.6,69.7,sandy,kharif,sunflower
42.4,28.7,62.6,sandy,kharif,cotton
58.3,22.0,70.7,silty,rabi,wheat
25.7,20.0,43.3,sandy,rabi,mustard
57.9,23.8,65.1,sandy,kharif,sunflower
74.0,33.8,77.8,clay_loam,kharif,sugarcane
42.9,33.6,52.4,sandy,kharif,cotton
29.4,22.0,57.0,clay_loam,rabi,chickpea
69.2,26.0,71.4,clay_loam,kharif,maize
82.3,28.4,75.6,clay,kharif,sugarcane
47.4,24.0,50.6,loamy,rabi,wheat
62.9,24.5,81.4,loamy,kharif,maize
29.6,14.6,65.2,loamy,rabi,chickpea
31.6,38.3,62.2,sandy,kharif,cotton
35.4,33.1,52.3,sandy,kharif,cotton
83.1,31.6,77.4,clay,kharif,sugarcane
28.8,12.7,47.0,sandy,rabi,mustard
47.7,24.6,56.1,loamy,rabi,chickpea
86.8,30.5,88.5,silty,kharif,rice
42.1,9.8,54.8,loamy,rabi,mustard
26.0,10.7,58.2,loamy,rabi,mustard
29.8,16.0,58.4,sandy,rabi,mustard
65.9,22.6,63.0,loamy,kharif,maize
39.0,36.9,62.9,sandy,kharif,cotton
89.7,28.9,85.4,clay,kharif,rice
45.7,22.9,43.8,clay_loam,rabi,chickpea
23.9,14.1,58.9,sandy,rabi,mustard
68.8,34.2,76.6,clay,kharif,sugarcane
54.2,27.1,59.7,loamy,kharif,sunflower
41.5,29.7,60.0,sandy,kharif,cotton
48.6,36.9,55.9,loamy,kharif,cotton
38.6,19.2,69.0,sandy,kharif,sunflower
39.7,14.8,44.7,sandy,rabi,mustard
48.7,19.6,55.9,clay_loam,rabi,chickpea
42.3,35.1,62.7,sandy,kharif,cotton
54.9,26.3,59.0,sandy,kharif,sunflower
41.7,31.3,53.2,loamy,kharif,cotton
34.2,24.3,51.3,loamy,rabi,chickpea
78.8,27.7,76.2,clay_loam,kharif,sugarcane
31.3,14.8,47.6,clay_loam,rabi,chickpea
54.9,20.6,68.6,sandy,kharif,sunflower
40.5,16.1,56.2,clay_loam,rabi,chickpea
32.9,33.6,55.6,sandy,kharif,cotton
58.5,33.4,70.7,clay_loam,kharif,sugarcane
32.9,29.5,63.2,sandy,kharif,cotton
39.5,28.8,56.3,sandy,kharif,cotton
41.9,35.8,63.3,sandy,kharif,cotton
89.7,35.4,82.9,clay,kharif,rice
50.4,24.6,63.8,sandy,kharif,sunflower
84.7,35.5,83.3,silty,kharif,rice
71.6,30.9,81.4,silty,kharif,rice
42.3,25.6,57.6,loamy,kharif,sunflower
51.3,18.4,62.5,loamy,rabi,chickpea
30.2,14.8,48.6,loamy,rabi,chickpea
39.9,13.0,47.1,sandy,rabi,mustard
59.7,26.8,66.7,clay_loam,kharif,maize
33.3,22.2,57.9,clay_loam,rabi,chickpea
22.9,17.6,47.7,loamy,rabi,mustard
46.6,36.0,53.3,sandy,kharif,cotton
81.3,27.7,73.0,clay_loam,kharif,sugarcane
46.6,16.9,62.4,loamy,rabi,chickpea
37.8,30.8,63.1,loamy,kharif,cotton
58.5,20.6,74.5,loamy,kharif,maize
49.5,33.6,64.3,loamy,kharif,cotton
60.3,28.5,75.9,clay_loam,kharif,sugarcane
78.2,25.9,77.3,clay,kharif,rice
74.1,30.2,89.8,clay,kharif,sugarcane
37.6,9.7,46.6,sandy,rabi,mustard
58.7,32.0,73.7,loamy,kharif,maize
47.8,17.6,56.4,clay_loam,rabi,chickpea
35.1,18.8,52.2,sandy,rabi,mustard
54.9,24.6,62.1,loamy,kharif,maize
57.4,22.2,69.6,loamy,kharif,sunflower
46.2,23.1,65.1,silty,rabi,wheat
83.5,27.7,81.0,silty,kharif,rice
35.5,11.6,60.2,sandy,rabi,mustard
83.4,29.8,80.4,clay,kharif,rice
58.8,24.2,50.7,loamy,kharif,sunflower
33.0,16.5,52.7,loamy,rabi,mustard
51.2,19.7,64.1,clay_loam,kharif,maize
82.2,33.5,78.0,clay,kharif,sugarcane
47.9,20.8,52.6,loamy,rabi,wheat
80.7,35.0,74.0,clay,kharif,sugarcane
51.0,15.6,61.0,loamy,rabi,wheat
52.2,23.8,72.6,loamy,kharif,maize
57.0,25.8,74.9,loamy,kharif,maize
54.3,23.7,66.4,clay_loam,kharif,maize
43.7,22.8,53.1,loamy,rabi,wheat
77.7,23.3,88.6,clay,kharif,rice
45.2,20.6,68.3,sandy,kharif,sunflower
43.2,21.3,60.4,silty,rabi,wheat
26.6,14.9,55.8,loamy,rabi,mustard
65.2,27.3,64.3,clay_loam,kharif,maize
71.7,30.8,80.0,clay,kharif,sugarcane
27.0,16.7,55.0,sandy,rabi,mustard
83.2,35.4,82.5,clay,kharif,rice
52.8,31.6,57.9,loamy,kharif,cotton
37.9,13.6,54.0,loamy,rabi,mustard
64.2,34.3,85.1,clay,kharif,sugarcane
43.6,19.1,51.8,sandy,rabi,mustard
37.5,12.1,41.2,sandy,rabi,mustard
47.0,16.7,59.0,loamy,rabi,wheat
78.9,34.4,84.2,clay,kharif,rice
85.0,26.2,75.8,silty,kharif,rice
65.2,27.6,82.8,clay,kharif,sugarcane
58.1,16.0,50.0,loamy,rabi,wheat
60.9,27.0,73.9,clay_loam,kharif,maize
65.3,32.3,70.8,clay,kharif,sugarcane
94.7,27.4,75.1,clay,kharif,rice
86.1,28.0,78.4,clay_loam,kharif,sugarcane
47.0,36.0,53.3,sandy,kharif,cotton
82.2,34.3,90.5,silty,kharif,rice
66.8,30.1,80.4,clay_loam,kharif,sugarcane
62.4,29.5,72.4,clay_loam,kharif,maize
90.8,34.1,74.1,clay,kharif,rice
36.1,19.6,51.4,loamy,rabi,chickpea
35.4,15.6,51.1,loamy,rabi,mustard
42.6,28.7,54.0,sandy,kharif,sunflower
67.7,28.7,68.9,loamy,kharif,maize
37.0,15.5,45.0,loamy,rabi,chickpea
73.8,32.9,79.0,clay_loam,kharif,sugarcane
31.7,15.1,57.6,loamy,rabi,chickpea
70.7,27.9,72.5,clay_loam,kharif,sugarcane
46.0,30.0,68.1,loamy,kharif,sunflower
54.0,15.0,58.8,silty,rabi,wheat
63.1,26.9,83.0,clay,kharif,sugarcane
77.5,36.4,70.7,clay,kharif,sugarcane
79.5,28.0,75.4,clay_loam,kharif,sugarcane
68.6,30.0,69.6,clay,kharif,sugarcane
30.8,26.3,48.7,loamy,rabi,chickpea
49.1,24.3,43.9,clay_loam,rabi,chickpea
81.0,28.1,89.3,clay,kharif,rice
49.2,17.0,53.7,loamy,rabi,wheat
70.6,24.3,82.4,clay_loam,kharif,maize
45.4,21.0,52.3,loamy,kharif,sunflower
64.9,22.0,61.4,loamy,kharif,maize
71.5,25.3,72.2,clay,kharif,sugarcane
47.3,24.1,70.9,silty,rabi,wheat
44.1,19.8,49.7,loamy,rabi,chickpea
51.1,22.7,53.8,sandy,kharif,sunflower
37.0,20.7,47.8,silty,rabi,wheat
50.8,26.5,57.9,loamy,kharif,sunflower
57.3,21.3,70.7,loamy,kharif,maize
40.0,26.0,65.3,loamy,kharif,sunflower
40.3,19.0,54.1,loamy,rabi,chickpea
68.2,33.7,74.9,clay_loam,kharif,sugarcane
90.1,31.9,76.9,clay,kharif,rice
55.8,22.1,68.8,clay_loam,kharif,maize
41.0,26.8,62.7,loamy,kharif,cotton
65.1,26.4,69.8,clay_loam,kharif,maize
55.1,27.5,67.9,sandy,kharif,sunflower
61.4,33.3,86.1,clay_loam,kharif,sugarcane
46.0,29.6,59.9,sandy,kharif,sunflower
41.1,21.1,57.5,clay_loam,rabi,chickpea
56.4,17.1,53.4,clay_loam,rabi,wheat
62.9,34.0,73.9,clay_loam,kharif,sugarcane
78.7,25.9,80.1,clay_loam,kharif,sugarcane
57.5,23.5,75.9,clay_loam,kharif,sugarcane
61.9,31.7,74.2,loamy,kharif,maize
60.3,27.4,72.3,clay,kharif,sugarcane
95.6,34.2,82.5,clay,kharif,rice
61.2,27.8,77.9,clay_loam,kharif,sugarcane
37.9,19.1,60.7,clay_loam,rabi,chickpea
42.1,18.9,54.0,clay_loam,rabi,chickpea
83.4,30.9,76.0,clay,kharif,rice
53.0,23.3,67.0,sandy,kharif,sunflower
83.1,32.0,78.7,silty,kharif,rice
46.5,29.5,63.7,sandy,kharif,sunflower
37.3,15.4,58.2,clay_loam,rabi,chickpea
75.2,34.2,70.5,clay_loam,kharif,sugarcane
85.2,35.0,84.4,silty,kharif,rice
38.8,16.2,57.4,sandy,rabi,mustard
30.0,14.2,61.2,loamy,rabi,chickpea
29.4,16.9,51.3,sandy,rabi,mustard
95.6,33.6,83.0,silty,kharif,rice
79.0,28.8,84.9,clay,kharif,rice
73.9,27.7,87.2,clay,kharif,sugarcane
55.4,23.7,68.6,clay_loam,kharif,maize
72.6,34.6,83.7,clay,kharif,rice
79.0,25.3,83.6,silty,kharif,rice
33.1,11.4,58.3,loamy,rabi,mustard
55.0,22.1,55.8,loamy,kharif,sunflower
90.5,32.2,83.8,clay,kharif,rice
37.5,34.9,50.7,loamy,kharif,cotton
33.7,19.3,57.1,loamy,rabi,mustard
54.5,19.2,60.0,silty,rabi,wheat
47.6,18.6,62.2,clay_loam,kharif,maize
79.1,29.9,89.3,clay,kharif,rice
79.7,25.1,82.8,clay,kharif,rice
43.9,32.7,60.0,loamy,kharif,cotton
69.4,32.5,84.7,clay,kharif,sugarcane
41.8,24.9,52.9,clay_loam,rabi,wheat
30.2,19.5,56.3,clay_loam,rabi,chickpea
62.9,18.3,58.0,clay_loam,kharif,maize
35.9,17.1,48.3,loamy,rabi,chickpea
43.4,22.1,54.9,silty,rabi,wheat
55.0,25.2,50.4,loamy,kharif,sunflower
69.7,32.4,79.4,clay,kharif,sugarcane
47.1,17.6,60.9,silty,rabi,wheat
42.9,24.6,63.5,loamy,kharif,sunflower
41.2,21.3,70.1,loamy,kharif,sunflower
74.9,31.3,75.3,clay_loam,kharif,sugarcane
47.5,26.3,47.2,clay_loam,rabi,chickpea
64.7,30.4,73.2,clay,kharif,sugarcane
82.5,31.0,84.9,clay,kharif,sugarcane
44.5,24.3,57.5,loamy,rabi,wheat
35.3,33.3,69.2,sandy,kharif,cotton
66.3,33.9,76.8,clay,kharif,sugarcane
78.9,24.5,83.6,silty,kharif,rice
48.3,16.3,58.2,clay_loam,rabi,wheat
39.6,18.9,40.3,loamy,rabi,mustard
64.9,33.8,74.0,clay,kharif,sugarcane
55.7,32.1,64.6,sandy,kharif,sunflower
58.4,26.5,50.6,sandy,kharif,sunflower
46.5,23.4,54.0,loamy,kharif,sunflower
48.3,31.2,56.2,loamy,kharif,cotton
77.6,34.2,72.2,clay_loam,kharif,sugarcane
74.0,30.9,82.6,clay,kharif,rice
43.4,17.2,43.8,sandy,rabi,mustard
38.1,17.6,53.8,clay_loam,rabi,chickpea
78.9,27.4,80.1,clay,kharif,sugarcane
37.8,35.6,55.2,sandy,kharif,cotton
43.2,28.6,64.4,loamy,kharif,cotton
94.2,30.2,76.5,silty,kharif,rice
47.1,26.2,55.5,loamy,rabi,chickpea
57.0,28.6,64.1,loamy,kharif,maize
36.1,16.6,52.1,sandy,rabi,mustard
53.1,23.7,58.3,sandy,kharif,sunflower
38.2,15.5,57.0,loamy,rabi,mustard
32.4,34.2,63.7,loamy,kharif,cotton
38.1,15.8,55.1,clay_loam,rabi,chickpea
49.9,37.7,60.1,sandy,kharif,cotton
37.8,29.7,64.7,sandy,kharif,cotton
40.4,22.1,56.7,sandy,kharif,sunflower
35.6,24.8,65.2,loamy,rabi,chickpea
75.2,30.7,78.5,clay,kharif,sugarcane
41.7,31.1,68.5,sandy,kharif,sunflower
52.4,22.1,70.2,clay_loam,kharif,maize
31.9,30.3,56.3,loamy,kharif,cotton
36.6,16.0,64.2,loamy,rabi,chickpea
46.7,24.8,52.7,loamy,rabi,chickpea
53.3,26.6,77.8,clay_loam,kharif,maize
59.9,28.6,80.1,clay_loam,kharif,sugarcane
63.7,28.1,71.0,clay,kharif,sugarcane
45.4,20.5,70.3,loamy,kharif,sunflower
73.4,32.5,82.5,clay,kharif,sugarcane
48.6,34.0,54.8,loamy,kharif,cotton
35.2,11.2,45.2,sandy,rabi,mustard
70.7,31.6,70.9,clay,kharif,sugarcane
52.3,22.9,67.7,loamy,kharif,sunflower
58.7,25.5,76.4,clay,kharif,sugarcane
31.8,32.8,51.6,sandy,kharif,cotton
71.7,25.1,83.1,silty,kharif,rice
36.5,36.5,53.2,loamy,kharif,cotton
49.7,26.6,67.2,sandy,kharif,sunflower
63.3,29.0,75.9,loamy,kharif,maize
47.1,25.3,54.9,clay_loam,rabi,wheat
39.5,31.0,50.7,sandy,kharif,cotton
38.3,24.8,48.8,loamy,rabi,chickpea
43.9,18.1,58.4,loamy,kharif,sunflower
50.0,17.7,48.8,loamy,rabi,wheat
81.6,34.7,73.9,clay,kharif,sugarcane
34.1,30.7,51.6,loamy,kharif,cotton
34.0,37.3,57.4,loamy,kharif,cotton
54.1,20.4,56.7,silty,rabi,wheat
32.2,19.2,52.6,sandy,rabi,mustard
43.7,15.9,48.8,clay_loam,rabi,wheat
80.6,33.3,75.4,clay,kharif,sugarcane
72.8,34.2,80.2,silty,kharif,rice
55.7,28.0,59.3,sandy,kharif,sunflower
90.9,26.7,77.3,clay,kharif,rice
36.6,33.1,54.7,sandy,kharif,cotton
79.3,30.6,80.1,clay,kharif,rice
37.4,9.8,46.6,loamy,rabi,mustard
36.0,16.8,57.2,clay_loam,rabi,chickpea
53.6,20.1,58.5,clay_loam,rabi,wheat
24.4,15.1,58.8,loamy,rabi,mustard
51.9,20.8,61.7,clay_loam,kharif,maize
46.7,18.1,60.6,loamy,rabi,chickpea
85.9,32.1,85.1,silty,kharif,rice
38.8,20.1,47.5,clay_loam,rabi,chickpea
46.8,21.4,55.2,clay_loam,rabi,wheat
58.8,23.4,63.5,loamy,kharif,sunflower
46.4,25.1,63.8,loamy,rabi,chickpea
88.6,34.3,81.3,clay,kharif,rice
35.5,18.7,51.8,sandy,rabi,mustard
39.1,38.7,61.2,loamy,kharif,cotton
81.6,26.2,80.5,clay,kharif,sugarcane
56.8,21.9,78.1,loamy,kharif,maize
34.3,22.7,65.8,loamy,kharif,sunflower
60.4,17.9,64.3,clay_loam,rabi,wheat
54.7,30.4,64.4,sandy,kharif,sunflower
72.9,29.8,84.5,clay_loam,kharif,sugarcane
58.5,22.6,61.3,clay_loam,rabi,wheat
58.6,23.1,69.4,loamy,kharif,maize
44.6,24.0,55.5,loamy,kharif,sunflower
45.1,30.7,60.1,loamy,kharif,cotton
50.6,24.5,78.0,clay_loam,kharif,maize
60.5,29.1,69.0,loamy,kharif,maize
82.9,23.6,86.8,silty,kharif,rice
30.6,20.1,54.2,loamy,rabi,chickpea
92.9,31.0,74.8,clay,kharif,rice
43.0,24.5,67.1,sandy,kharif,sunflower
45.1,26.6,48.2,loamy,kharif,sunflower
45.2,22.4,68.2,clay_loam,rabi,chickpea
36.4,20.0,55.1,sandy,rabi,mustard
84.4,35.1,83.3,clay,kharif,rice
41.0,17.7,42.9,sandy,rabi,mustard
93.1,27.8,80.6,clay,kharif,rice
62.3,29.4,73.8,clay_loam,kharif,sugarcane
49.8,16.7,61.2,clay_loam,rabi,wheat
63.3,21.5,77.7,clay_loam,kharif,maize
70.8,34.1,78.0,silty,kharif,rice
28.8,16.3,57.7,clay_loam,rabi,chickpea
44.4,14.5,58.3,loamy,rabi,chickpea
37.4,18.5,41.8,loamy,rabi,mustard
47.6,15.8,70.6,loamy,rabi,wheat
45.0,18.0,48.2,clay_loam,rabi,chickpea
33.4,27.1,61.2,loamy,rabi,chickpea
36.5,23.5,52.6,loamy,rabi,chickpea
45.1,12.5,58.8,loamy,rabi,wheat
30.6,21.8,53.9,loamy,rabi,mustard
62.1,34.9,74.8,clay_loam,kharif,sugarcane
26.1,15.0,40.9,sandy,rabi,mustard
73.2,29.3,72.9,clay_loam,kharif,sugarcane
37.5,23.4,51.5,clay_loam,rabi,chickpea
47.5,19.8,61.9,loamy,rabi,chickpea
37.4,18.4,63.5,loamy,rabi,chickpea
46.9,20.6,68.0,silty,rabi,wheat
48.5,15.8,62.7,loamy,rabi,chickpea
41.4,22.8,56.6,loamy,rabi,chickpea
77.6,34.6,68.7,clay,kharif,sugarcane
59.4,27.9,57.1,loamy,kharif,sunflower
85.0,28.1,79.0,silty,kharif,rice
62.4,30.6,71.9,clay_loam,kharif,sugarcane
73.8,31.8,79.6,clay_loam,kharif,sugarcane
38.8,36.9,63.4,loamy,kharif,cotton
48.6,28.9,53.3,sandy,kharif,sunflower
42.6,35.5,64.1,sandy,kharif,cotton
85.1,25.9,87.0,silty,kharif,rice
38.3,25.2,69.5,silty,rabi,wheat
93.1,24.1,79.6,silty,kharif,rice
42.4,29.8,50.7,loamy,kharif,cotton
69.7,24.8,72.4,clay_loam,kharif,sugarcane
77.5,28.5,75.1,clay,kharif,sugarcane
33.8,20.5,54.3,loamy,rabi,mustard
70.9,32.0,85.0,clay_loam,kharif,sugarcane
42.7,29.2,55.2,loamy,kharif,cotton
53.4,21.7,77.8,loamy,kharif,maize
36.3,16.4,40.9,loamy,rabi,mustard
50.2,38.0,63.3,sandy,kharif,cotton
46.0,28.5,73.5,clay_loam,kharif,maize
73.6,29.5,83.3,silty,kharif,rice
46.6,18.9,58.1,loamy,rabi,chickpea
56.4,19.6,67.5,sandy,kharif,sunflower
44.0,18.5,49.1,loamy,rabi,mustard
85.1,26.3,76.7,clay,kharif,rice
55.1,21.9,66.8,loamy,rabi,wheat
92.9,34.3,79.4,silty,kharif,rice
73.3,28.8,79.0,clay,kharif,sugarcane
47.0,36.1,51.7,sandy,kharif,cotton
43.5,9.2,43.5,sandy,rabi,mustard
64.6,24.4,66.6,clay_loam,kharif,maize
57.3,26.8,66.9,loamy,kharif,maize
53.4,16.2,59.2,loamy,rabi,wheat
41.4,12.4,59.7,loamy,rabi,mustard
46.8,26.0,64.7,loamy,kharif,sunflower
38.0,15.7,46.1,sandy,rabi,mustard
45.3,24.9,67.2,loamy,kharif,sunflower
87.1,36.2,85.0,silty,kharif,rice
70.9,34.6,77.8,clay,kharif,sugarcane
86.6,25.5,88.4,silty,kharif,rice
41.3,29.6,65.0,loamy,kharif,sunflower
32.9,15.7,53.6,sandy,rabi,mustard
47.4,36.8,60.2,sandy,kharif,cotton
45.2,23.7,69.6,loamy,kharif,sunflower
64.9,26.6,70.7,clay_loam,kharif,sugarcane
55.7,20.3,64.6,loamy,kharif,maize
61.1,27.1,67.1,clay_loam,kharif,maize
48.0,26.0,55.6,loamy,kharif,sunflower
48.8,23.8,57.9,silty,rabi,wheat
44.2,19.0,67.0,clay_loam,rabi,wheat
41.8,36.6,56.6,sandy,kharif,cotton
64.9,35.8,75.7,clay_loam,kharif,sugarcane
70.5,26.3,76.4,clay,kharif,rice
58.0,22.8,62.3,loamy,rabi,wheat
38.1,26.3,66.7,clay_loam,rabi,wheat
46.0,17.8,57.4,sandy,rabi,mustard
34.9,32.0,64.6,sandy,kharif,cotton
31.6,11.7,57.3,sandy,rabi,mustard
58.8,24.9,54.6,loamy,kharif,sunflower
63.8,26.3,77.0,clay_loam,kharif,maize
49.6,21.4,65.6,clay_loam,rabi,wheat
47.0,22.1,48.8,sandy,kharif,sunflower
35.2,14.8,60.1,loamy,rabi,chickpea
65.1,24.0,60.7,loamy,kharif,maize
49.2,34.3,51.5,loamy,kharif,cotton
43.1,11.7,42.1,loamy,rabi,mustard
48.9,28.3,58.3,sandy,kharif,sunflower
53.7,21.7,53.2,loamy,kharif,sunflower
42.9,25.6,55.0,sandy,kharif,sunflower
46.5,26.2,68.9,loamy,kharif,sunflower
47.1,24.7,64.0,clay_loam,rabi,wheat
46.6,21.6,55.9,sandy,kharif,sunflower
38.1,13.5,51.9,loamy,rabi,mustard
65.7,31.1,81.9,clay,kharif,sugarcane
48.6,14.5,52.8,loamy,rabi,chickpea
48.3,25.5,55.8,loamy,kharif,sunflower
39.0,35.5,56.6,loamy,kharif,cotton
76.4,34.5,77.9,clay,kharif,sugarcane
81.9,30.0,87.8,silty,kharif,rice
43.8,34.4,57.7,sandy,kharif,cotton
60.2,25.6,68.3,loamy,kharif,maize
46.1,18.9,64.4,clay_loam,rabi,chickpea
52.3,21.8,67.5,clay_loam,rabi,wheat
46.7,20.7,55.6,clay_loam,rabi,wheat
60.6,28.5,57.3,sandy,kharif,sunflower
50.5,20.3,52.8,loamy,kharif,sunflower
40.2,27.2,52.9,clay_loam,rabi,chickpea
43.5,19.0,53.7,clay_loam,rabi,chickpea
67.5,25.9,86.5,clay,kharif,sugarcane
46.6,22.2,63.6,silty,rabi,wheat
40.9,26.1,59.1,loamy,kharif,sunflower
36.2,33.8,49.7,loamy,kharif,cotton
73.1,28.4,73.8,clay,kharif,sugarcane
69.3,29.6,83.9,clay_loam,kharif,sugarcane
33.4,19.2,50.4,loamy,rabi,chickpea
66.8,25.2,74.0,clay_loam,kharif,maize
36.0,31.4,50.9,sandy,kharif,cotton
55.3,30.8,70.8,loamy,kharif,maize
38.0,18.9,44.3,sandy,rabi,mustard
57.8,31.3,58.8,loamy,kharif,sunflower
43.3,9.0,56.5,loamy,rabi,mustard
53.3,23.4,57.0,loamy,rabi,wheat
86.0,27.1,84.0,clay,kharif,rice
31.9,19.9,55.6,sandy,rabi,mustard
60.6,29.2,58.3,loamy,kharif,sunflower
91.4,29.0,91.1,clay,kharif,rice
45.5,22.0,52.3,loamy,kharif,sunflower
53.4,28.2,65.3,loamy,kharif,maize
51.4,31.1,64.2,sandy,kharif,cotton
40.5,13.2,56.6,loamy,rabi,chickpea
44.0,25.8,47.2,loamy,rabi,chickpea
66.1,25.9,73.0,clay,kharif,sugarcane
59.6,28.2,55.6,sandy,kharif,sunflower
49.0,21.4,70.5,silty,rabi,wheat
44.0,19.0,57.6,silty,rabi,wheat
39.3,14.3,68.3,clay_loam,rabi,wheat
73.8,27.1,82.3,silty,kharif,rice
68.9,31.3,84.5,silty,kharif,rice
39.3,30.4,62.6,sandy,kharif,cotton
85.3,25.9,86.4,silty,kharif,rice
90.7,27.0,85.8,clay,kharif,rice
60.1,18.5,68.8,clay_loam,kharif,maize
32.3,33.3,62.1,loamy,kharif,cotton
80.3,27.4,79.6,clay,kharif,rice
39.1,15.5,38.9,sandy,rabi,mustard
44.9,18.8,51.0,loamy,rabi,chickpea
35.8,19.1,54.4,clay_loam,rabi,chickpea
38.2,19.2,62.4,loamy,rabi,chickpea
30.2,18.8,50.5,loamy,rabi,mustard
36.9,23.8,52.8,loamy,rabi,chickpea
72.4,36.6,78.7,clay,kharif,sugarcane
37.0,15.9,54.7,loamy,rabi,mustard
40.5,22.1,46.7,loamy,rabi,chickpea
61.5,30.4,83.9,clay_loam,kharif,sugarcane
79.2,24.6,87.2,silty,kharif,rice
38.8,11.1,49.0,sandy,rabi,mustard
42.6,11.5,59.6,loamy,rabi,mustard
35.2,20.6,66.9,clay_loam,rabi,chickpea
63.0,21.0,78.6,loamy,kharif,maize
